feature,importance
cat__race_id_2025-07-26_7,0
cat__race_id_2025-07-26_6,0
cat__race_id_2025-07-26_5,0
cat__race_id_2025-07-26_4,0
cat__race_id_2025-07-26_3,0
cat__race_id_2025-07-26_2,0
cat__race_id_2025-07-26_1,0
cat__race_id_2025-07-20_9,0
cat__race_id_2025-07-20_8,0
cat__race_id_2025-07-20_7,0
cat__race_id_2025-07-20_5,0
cat__race_id_2025-08-02_7,0
cat__race_id_2025-08-02_6,0
cat__race_id_2025-08-02_5,0
cat__race_id_2025-08-02_4,0
cat__race_id_2025-08-02_3,0
cat__race_id_2025-08-02_2,0
cat__race_id_2025-08-02_1,0
cat__race_id_2025-07-27_9,0
cat__race_id_2025-07-27_7,0
cat__race_id_2025-07-27_6,0
cat__race_id_2025-07-27_5,0
cat__race_id_2025-07-27_4,0
cat__race_id_2025-07-27_2,0
cat__race_id_2025-07-27_14,0
cat__race_id_2025-07-27_13,0
cat__race_id_2025-07-27_12,0
cat__race_id_2025-08-16_4,0
cat__race_id_2025-08-16_3,0
cat__race_id_2025-08-16_2,0
cat__race_id_2025-08-16_1,0
cat__race_id_2025-08-03_9,0
cat__race_id_2025-08-03_8,0
cat__race_id_2025-08-03_7,0
cat__race_id_2025-08-03_4,0
cat__race_id_2025-08-03_3,0
cat__race_id_2025-08-03_2,0
cat__race_id_2025-08-03_14,0
cat__race_id_2025-08-03_13,0
cat__race_id_2025-08-03_12,0
cat__race_id_2025-08-03_10,0
cat__race_id_2025-08-03_1,0
cat__race_id_2025-08-02_8,0
cat__race_id_2025-08-23_1,0
cat__race_id_2025-08-17_9,0
cat__race_id_2025-08-17_8,0
cat__race_id_2025-08-17_7,0
cat__race_id_2025-08-17_6,0
cat__race_id_2025-08-17_5,0
cat__race_id_2025-08-17_4,0
cat__race_id_2025-08-17_3,0
cat__race_id_2025-08-17_2,0
cat__race_id_2025-08-17_11,0
cat__race_id_2025-08-17_10,0
cat__race_id_2025-08-17_1,0
cat__race_id_2025-08-16_8,0
cat__race_id_2025-08-16_7,0
cat__race_id_2025-08-16_6,0
cat__race_id_2025-08-16_5,0
cat__race_id_2025-08-24_5,0
cat__race_id_2025-08-24_4,0
cat__race_id_2025-08-24_3,0
cat__race_id_2025-08-24_2,0
cat__race_id_2025-08-24_11,0
cat__race_id_2025-08-24_10,0
cat__race_id_2025-08-24_1,0
cat__race_id_2025-08-23_9,0
cat__race_id_2025-08-23_8,0
cat__race_id_2025-08-23_7,0
cat__race_id_2025-08-23_6,0
cat__race_id_2025-08-23_5,0
cat__race_id_2025-08-23_4,0
cat__race_id_2025-08-23_3,0
cat__race_id_2025-08-23_2,0
cat__race_id_2025-08-23_10,0
cat__race_id_2025-08-31_10,0
cat__race_id_2025-08-31_1,0
cat__race_id_2025-08-30_9,0
cat__race_id_2025-08-30_8,0
cat__race_id_2025-08-30_7,0
cat__race_id_2025-08-30_6,0
cat__race_id_2025-08-30_5,0
cat__race_id_2025-08-30_4,0
cat__race_id_2025-08-30_3,0
cat__race_id_2025-08-30_2,0
cat__race_id_2025-08-30_10,0
cat__race_id_2025-08-30_1,0
cat__race_id_2025-08-24_9,0
cat__race_id_2025-08-24_8,0
cat__race_id_2025-08-24_7,0
cat__race_id_2025-08-24_6,0
cat__race_id_2025-09-06_9,0
cat__race_id_2025-09-06_8,0
cat__race_id_2025-09-06_5,0
cat__race_id_2025-09-06_3,0
cat__race_id_2025-09-06_2,0
cat__race_id_2025-09-06_11,0
cat__race_id_2025-09-06_10,0
cat__race_id_2025-09-06_1,0
cat__race_id_2025-08-31_9,0
cat__race_id_2025-08-31_8,0
cat__race_id_2025-08-31_7,0
cat__race_id_2025-08-31_6,0
cat__race_id_2025-08-31_4,0
cat__race_id_2025-08-31_3,0
cat__race_id_2025-08-31_2,0
cat__race_id_2025-08-31_11,0
cat__race_id_2025-09-13_7,0
cat__race_id_2025-09-13_6,0
cat__race_id_2025-09-13_5,0
cat__race_id_2025-09-13_4,0
cat__race_id_2025-09-13_3,0
cat__race_id_2025-09-13_2,0
cat__race_id_2025-09-13_10,0
cat__race_id_2025-09-13_1,0
cat__race_id_2025-09-07_9,0
cat__race_id_2025-09-07_6,0
cat__race_id_2025-09-07_5,0
cat__race_id_2025-09-07_4,0
cat__race_id_2025-09-07_3,0
cat__race_id_2025-09-07_2,0
cat__race_id_2025-09-07_10,0
cat__race_id_2025-09-07_1,0
cat__race_id_2025-09-20_4,0
cat__race_id_2025-09-20_3,0
cat__race_id_2025-09-20_2,0
cat__race_id_2025-09-20_10,0
cat__race_id_2025-09-20_1,0
cat__race_id_2025-09-14_9,0
cat__race_id_2025-09-14_8,0
cat__race_id_2025-09-14_7,0
cat__race_id_2025-09-14_6,0
cat__race_id_2025-09-14_5,0
cat__race_id_2025-09-14_4,0
cat__race_id_2025-09-14_3,0
cat__race_id_2025-09-14_11,0
cat__race_id_2025-09-14_10,0
cat__race_id_2025-09-14_1,0
cat__race_id_2025-09-13_8,0
cat__race_id_2025-09-27_1,0
cat__race_id_2025-09-21_9,0
cat__race_id_2025-09-21_7,0
cat__race_id_2025-09-21_6,0
cat__race_id_2025-09-21_5,0
cat__race_id_2025-09-21_4,0
cat__race_id_2025-09-21_3,0
cat__race_id_2025-09-21_2,0
cat__race_id_2025-09-21_11,0
cat__race_id_2025-09-21_10,0
cat__race_id_2025-09-21_1,0
cat__race_id_2025-09-20_9,0
cat__race_id_2025-09-20_8,0
cat__race_id_2025-09-20_7,0
cat__race_id_2025-09-20_6,0
cat__race_id_2025-09-20_5,0
cat__race_id_2025-09-28_5,0
cat__race_id_2025-09-28_4,0
cat__race_id_2025-09-28_3,0
cat__race_id_2025-09-28_2,0
cat__race_id_2025-09-28_11,0
cat__race_id_2025-09-28_10,0
cat__race_id_2025-09-28_1,0
cat__race_id_2025-09-27_9,0
cat__race_id_2025-09-27_8,0
cat__race_id_2025-09-27_7,0
cat__race_id_2025-09-27_6,0
cat__race_id_2025-09-27_5,0
cat__race_id_2025-09-27_4,0
cat__race_id_2025-09-27_3,0
cat__race_id_2025-09-27_2,0
cat__race_id_2025-09-27_10,0
cat__race_id_2025-10-04_1,0
cat__race_id_2025-10-03_9,0
cat__race_id_2025-10-03_8,0
cat__race_id_2025-10-03_7,0
cat__race_id_2025-10-03_6,0
cat__race_id_2025-10-03_5,0
cat__race_id_2025-10-03_4,0
cat__race_id_2025-10-03_3,0
cat__race_id_2025-10-03_2,0
cat__race_id_2025-10-03_11,0
cat__race_id_2025-10-03_10,0
cat__race_id_2025-10-03_1,0
cat__race_id_2025-09-28_9,0
cat__race_id_2025-09-28_8,0
cat__race_id_2025-09-28_7,0
cat__race_id_2025-09-28_6,0
cat__race_id_2025-10-18_4,0
cat__race_id_2025-10-18_3,0
cat__race_id_2025-10-18_2,0
cat__race_id_2025-10-18_11,0
cat__race_id_2025-10-18_10,0
cat__race_id_2025-10-18_1,0
cat__race_id_2025-10-04_9,0
cat__race_id_2025-10-04_8,0
cat__race_id_2025-10-04_7,0
cat__race_id_2025-10-04_6,0
cat__race_id_2025-10-04_5,0
cat__race_id_2025-10-04_4,0
cat__race_id_2025-10-04_3,0
cat__race_id_2025-10-04_2,0
cat__race_id_2025-10-04_11,0
cat__race_id_2025-10-04_10,0
cat__race_id_2025-10-25_1,0
cat__race_id_2025-10-19_9,0
cat__race_id_2025-10-19_7,0
cat__race_id_2025-10-19_6,0
cat__race_id_2025-10-19_5,0
cat__race_id_2025-10-19_4,0
cat__race_id_2025-10-19_3,0
cat__race_id_2025-10-19_2,0
cat__race_id_2025-10-19_11,0
cat__race_id_2025-10-19_10,0
cat__race_id_2025-10-19_1,0
cat__race_id_2025-10-18_9,0
cat__race_id_2025-10-18_8,0
cat__race_id_2025-10-18_7,0
cat__race_id_2025-10-18_6,0
cat__race_id_2025-10-18_5,0
cat__race_id_2025-10-26_4,0
cat__race_id_2025-10-26_3,0
cat__race_id_2025-10-26_2,0
cat__race_id_2025-10-26_11,0
cat__race_id_2025-10-26_10,0
cat__race_id_2025-10-26_1,0
cat__race_id_2025-10-25_9,0
cat__race_id_2025-10-25_8,0
cat__race_id_2025-10-25_7,0
cat__race_id_2025-10-25_6,0
cat__race_id_2025-10-25_5,0
cat__race_id_2025-10-25_4,0
cat__race_id_2025-10-25_3,0
cat__race_id_2025-10-25_2,0
cat__race_id_2025-10-25_11,0
cat__race_id_2025-10-25_10,0
cat__race_id_2025-11-01_9,0
cat__race_id_2025-11-01_8,0
cat__race_id_2025-11-01_7,0
cat__race_id_2025-11-01_6,0
cat__race_id_2025-11-01_5,0
cat__race_id_2025-11-01_4,0
cat__race_id_2025-11-01_3,0
cat__race_id_2025-11-01_2,0
cat__race_id_2025-11-01_11,0
cat__race_id_2025-11-01_10,0
cat__race_id_2025-11-01_1,0
cat__race_id_2025-10-26_9,0
cat__race_id_2025-10-26_8,0
cat__race_id_2025-10-26_7,0
cat__race_id_2025-10-26_6,0
cat__race_id_2025-10-26_5,0
cat__race_id_2025-11-08_3,0
cat__race_id_2025-11-08_2,0
cat__race_id_2025-11-08_11,0
cat__race_id_2025-11-08_10,0
cat__race_id_2025-11-08_1,0
cat__race_id_2025-11-02_9,0
cat__race_id_2025-11-02_8,0
cat__race_id_2025-11-02_7,0
cat__race_id_2025-11-02_6,0
cat__race_id_2025-11-02_5,0
cat__race_id_2025-11-02_4,0
cat__race_id_2025-11-02_3,0
cat__race_id_2025-11-02_2,0
cat__race_id_2025-11-02_11,0
cat__race_id_2025-11-02_10,0
cat__race_id_2025-11-02_1,0
cat__race_id_2025-11-09_8,0
cat__race_id_2025-11-09_7,0
cat__race_id_2025-11-09_6,0
cat__race_id_2025-11-09_5,0
cat__race_id_2025-11-09_4,0
cat__race_id_2025-11-09_3,0
cat__race_id_2025-11-09_2,0
cat__race_id_2025-11-09_11,0
cat__race_id_2025-11-09_10,0
cat__race_id_2025-11-09_1,0
cat__race_id_2025-11-08_9,0
cat__race_id_2025-11-08_8,0
cat__race_id_2025-11-08_7,0
cat__race_id_2025-11-08_6,0
cat__race_id_2025-11-08_5,0
cat__race_id_2025-11-08_4,0
cat__race_id_2025-11-16_2,0
cat__race_id_2025-11-16_11,0
cat__race_id_2025-11-16_10,0
cat__race_id_2025-11-16_1,0
cat__race_id_2025-11-15_9,0
cat__race_id_2025-11-15_8,0
cat__race_id_2025-11-15_7,0
cat__race_id_2025-11-15_6,0
cat__race_id_2025-11-15_5,0
cat__race_id_2025-11-15_4,0
cat__race_id_2025-11-15_3,0
cat__race_id_2025-11-15_2,0
cat__race_id_2025-11-15_11,0
cat__race_id_2025-11-15_10,0
cat__race_id_2025-11-15_1,0
cat__race_id_2025-11-09_9,0
cat__race_id_2025-11-22_7,0
cat__race_id_2025-11-22_6,0
cat__race_id_2025-11-22_5,0
cat__race_id_2025-11-22_4,0
cat__race_id_2025-11-22_3,0
cat__race_id_2025-11-22_2,0
cat__race_id_2025-11-22_11,0
cat__race_id_2025-11-22_10,0
cat__race_id_2025-11-22_1,0
cat__race_id_2025-11-16_9,0
cat__race_id_2025-11-16_8,0
cat__race_id_2025-11-16_7,0
cat__race_id_2025-11-16_6,0
cat__race_id_2025-11-16_5,0
cat__race_id_2025-11-16_4,0
cat__race_id_2025-11-16_3,0
cat__race_id_2025-11-29_11,0
cat__race_id_2025-11-29_10,0
cat__race_id_2025-11-29_1,0
cat__race_id_2025-11-23_9,0
cat__race_id_2025-11-23_8,0
cat__race_id_2025-11-23_7,0
cat__race_id_2025-11-23_6,0
cat__race_id_2025-11-23_5,0
cat__race_id_2025-11-23_4,0
cat__race_id_2025-11-23_3,0
cat__race_id_2025-11-23_2,0
cat__race_id_2025-11-23_11,0
cat__race_id_2025-11-23_10,0
cat__race_id_2025-11-23_1,0
cat__race_id_2025-11-22_9,0
cat__race_id_2025-11-22_8,0
cat__race_id_2025-11-30_6,0
cat__race_id_2025-11-30_5,0
cat__race_id_2025-11-30_4,0
cat__race_id_2025-11-30_3,0
cat__race_id_2025-11-30_2,0
cat__race_id_2025-11-30_11,0
cat__race_id_2025-11-30_10,0
cat__race_id_2025-11-30_1,0
cat__race_id_2025-11-29_9,0
cat__race_id_2025-11-29_8,0
cat__race_id_2025-11-29_7,0
cat__race_id_2025-11-29_6,0
cat__race_id_2025-11-29_5,0
cat__race_id_2025-11-29_4,0
cat__race_id_2025-11-29_3,0
cat__race_id_2025-11-29_2,0
cat__race_id_2025-12-07_2,0
cat__race_id_2025-12-07_11,0
cat__race_id_2025-12-07_10,0
cat__race_id_2025-12-07_1,0
cat__race_id_2025-12-06_9,0
cat__race_id_2025-12-06_8,0
cat__race_id_2025-12-06_7,0
cat__race_id_2025-12-06_6,0
cat__race_id_2025-12-06_5,0
cat__race_id_2025-12-06_4,0
cat__race_id_2025-12-06_3,0
cat__race_id_2025-12-06_11,0
cat__race_id_2025-12-06_10,0
cat__race_id_2025-12-06_1,0
cat__race_id_2025-11-30_9,0
cat__race_id_2025-11-30_7,0
cat__race_id_2025-12-13_7,0
cat__race_id_2025-12-13_6,0
cat__race_id_2025-12-13_5,0
cat__race_id_2025-12-13_4,0
cat__race_id_2025-12-13_3,0
cat__race_id_2025-12-13_2,0
cat__race_id_2025-12-13_11,0
cat__race_id_2025-12-13_10,0
cat__race_id_2025-12-13_1,0
cat__race_id_2025-12-07_9,0
cat__race_id_2025-12-07_8,0
cat__race_id_2025-12-07_7,0
cat__race_id_2025-12-07_6,0
cat__race_id_2025-12-07_5,0
cat__race_id_2025-12-07_4,0
cat__race_id_2025-12-07_3,0
cat__race_id_2025-12-20_11,0
cat__race_id_2025-12-20_10,0
cat__race_id_2025-12-20_1,0
cat__race_id_2025-12-14_9,0
cat__race_id_2025-12-14_8,0
cat__race_id_2025-12-14_7,0
cat__race_id_2025-12-14_6,0
cat__race_id_2025-12-14_5,0
cat__race_id_2025-12-14_4,0
cat__race_id_2025-12-14_3,0
cat__race_id_2025-12-14_2,0
cat__race_id_2025-12-14_11,0
cat__race_id_2025-12-14_10,0
cat__race_id_2025-12-14_1,0
cat__race_id_2025-12-13_9,0
cat__race_id_2025-12-13_8,0
cat__race_id_2025-12-21_6,0
cat__race_id_2025-12-21_5,0
cat__race_id_2025-12-21_4,0
cat__race_id_2025-12-21_3,0
cat__race_id_2025-12-21_2,0
cat__race_id_2025-12-21_11,0
cat__race_id_2025-12-21_10,0
cat__race_id_2025-12-21_1,0
cat__race_id_2025-12-20_9,0
cat__race_id_2025-12-20_8,0
cat__race_id_2025-12-20_7,0
cat__race_id_2025-12-20_6,0
cat__race_id_2025-12-20_5,0
cat__race_id_2025-12-20_4,0
cat__race_id_2025-12-20_3,0
cat__race_id_2025-12-20_2,0
cat__race_id_2025-12-28_10,0
cat__race_id_2025-12-28_1,0
cat__race_id_2025-12-27_9,0
cat__race_id_2025-12-27_8,0
cat__race_id_2025-12-27_7,0
cat__race_id_2025-12-27_6,0
cat__race_id_2025-12-27_5,0
cat__race_id_2025-12-27_4,0
cat__race_id_2025-12-27_3,0
cat__race_id_2025-12-27_2,0
cat__race_id_2025-12-27_11,0
cat__race_id_2025-12-27_10,0
cat__race_id_2025-12-27_1,0
cat__race_id_2025-12-21_9,0
cat__race_id_2025-12-21_8,0
cat__race_id_2025-12-21_7,0
cat__race_id_2026-01-03_5,0
cat__race_id_2026-01-03_4,0
cat__race_id_2026-01-03_3,0
cat__race_id_2026-01-03_2,0
cat__race_id_2026-01-03_11,0
cat__race_id_2026-01-03_10,0
cat__race_id_2026-01-03_1,0
cat__race_id_2025-12-28_9,0
cat__race_id_2025-12-28_8,0
cat__race_id_2025-12-28_7,0
cat__race_id_2025-12-28_6,0
cat__race_id_2025-12-28_5,0
cat__race_id_2025-12-28_4,0
cat__race_id_2025-12-28_3,0
cat__race_id_2025-12-28_2,0
cat__race_id_2025-12-28_11,0
cat__race_id_2026-01-10_10,0
cat__race_id_2026-01-10_1,0
cat__race_id_2026-01-04_9,0
cat__race_id_2026-01-04_8,0
cat__race_id_2026-01-04_7,0
cat__race_id_2026-01-04_6,0
cat__race_id_2026-01-04_5,0
cat__race_id_2026-01-04_4,0
cat__race_id_2026-01-04_3,0
cat__race_id_2026-01-04_2,0
cat__race_id_2026-01-04_10,0
cat__race_id_2026-01-04_1,0
cat__race_id_2026-01-03_9,0
cat__race_id_2026-01-03_8,0
cat__race_id_2026-01-03_7,0
cat__race_id_2026-01-03_6,0
cat__race_id_2026-01-11_6,0
cat__race_id_2026-01-11_5,0
cat__race_id_2026-01-11_4,0
cat__race_id_2026-01-11_3,0
cat__race_id_2026-01-11_2,0
cat__race_id_2026-01-11_10,0
cat__race_id_2026-01-11_1,0
cat__race_id_2026-01-10_9,0
cat__race_id_2026-01-10_8,0
cat__race_id_2026-01-10_7,0
cat__race_id_2026-01-10_6,0
cat__race_id_2026-01-10_5,0
cat__race_id_2026-01-10_4,0
cat__race_id_2026-01-10_3,0
cat__race_id_2026-01-10_2,0
cat__race_id_2026-01-10_11,0
cat__race_id_2026-01-18_10,0
cat__race_id_2026-01-18_1,0
cat__race_id_2026-01-17_9,0
cat__race_id_2026-01-17_8,0
cat__race_id_2026-01-17_7,0
cat__race_id_2026-01-17_6,0
cat__race_id_2026-01-17_5,0
cat__race_id_2026-01-17_4,0
cat__race_id_2026-01-17_3,0
cat__race_id_2026-01-17_2,0
cat__race_id_2026-01-17_11,0
cat__race_id_2026-01-17_10,0
cat__race_id_2026-01-17_1,0
cat__race_id_2026-01-11_9,0
cat__race_id_2026-01-11_8,0
cat__race_id_2026-01-11_7,0
cat__race_id_2026-01-24_6,0
cat__race_id_2026-01-24_5,0
cat__race_id_2026-01-24_4,0
cat__race_id_2026-01-24_3,0
cat__race_id_2026-01-24_2,0
cat__race_id_2026-01-24_11,0
cat__race_id_2026-01-24_10,0
cat__race_id_2026-01-24_1,0
cat__race_id_2026-01-18_9,0
cat__race_id_2026-01-18_8,0
cat__race_id_2026-01-18_7,0
cat__race_id_2026-01-18_6,0
cat__race_id_2026-01-18_5,0
cat__race_id_2026-01-18_4,0
cat__race_id_2026-01-18_3,0
cat__race_id_2026-01-18_2,0
cat__race_id_2026-01-31_11,0
cat__race_id_2026-01-31_10,0
cat__race_id_2026-01-31_1,0
cat__race_id_2026-01-25_9,0
cat__race_id_2026-01-25_8,0
cat__race_id_2026-01-25_7,0
cat__race_id_2026-01-25_6,0
cat__race_id_2026-01-25_5,0
cat__race_id_2026-01-25_4,0
cat__race_id_2026-01-25_3,0
cat__race_id_2026-01-25_2,0
cat__race_id_2026-01-25_10,0
cat__race_id_2026-01-25_1,0
cat__race_id_2026-01-24_9,0
cat__race_id_2026-01-24_8,0
cat__race_id_2026-01-24_7,0
cat__race_id_2026-02-01_7,0
cat__race_id_2026-02-01_6,0
cat__race_id_2026-02-01_5,0
cat__race_id_2026-02-01_4,0
cat__race_id_2026-02-01_3,0
cat__race_id_2026-02-01_2,0
cat__race_id_2026-02-01_10,0
cat__race_id_2026-02-01_1,0
cat__race_id_2026-01-31_9,0
cat__race_id_2026-01-31_8,0
cat__race_id_2026-01-31_7,0
cat__race_id_2026-01-31_6,0
cat__race_id_2026-01-31_5,0
cat__race_id_2026-01-31_4,0
cat__race_id_2026-01-31_3,0
cat__race_id_2026-01-31_2,0
cat__race_id_2026-02-08_2,0
cat__race_id_2026-02-08_10,0
cat__race_id_2026-02-08_1,0
cat__race_id_2026-02-07_9,0
cat__race_id_2026-02-07_8,0
cat__race_id_2026-02-07_7,0
cat__race_id_2026-02-07_6,0
cat__race_id_2026-02-07_5,0
cat__race_id_2026-02-07_4,0
cat__race_id_2026-02-07_3,0
cat__race_id_2026-02-07_2,0
cat__race_id_2026-02-07_11,0
cat__race_id_2026-02-07_10,0
cat__race_id_2026-02-07_1,0
cat__race_id_2026-02-01_9,0
cat__race_id_2026-02-01_8,0
cat__마명_내길의위너,0
cat__race_id_2026-02-14_6,0
cat__race_id_2026-02-14_5,0
cat__race_id_2026-02-14_4,0
cat__race_id_2026-02-14_3,0
cat__race_id_2026-02-14_2,0
cat__race_id_2026-02-14_11,0
cat__race_id_2026-02-14_10,0
cat__race_id_2026-02-14_1,0
cat__race_id_2026-02-08_9,0
cat__race_id_2026-02-08_8,0
cat__race_id_2026-02-08_7,0
cat__race_id_2026-02-08_6,0
cat__race_id_2026-02-08_5,0
cat__race_id_2026-02-08_4,0
cat__race_id_2026-02-28_9,0
cat__race_id_2026-02-14_7,0
cat__race_id_2026-02-28_2,0
cat__race_id_2026-02-28_11,0
cat__race_id_2026-02-28_10,0
cat__race_id_2026-02-28_1,0
cat__race_id_2026-02-15_9,0
cat__race_id_2026-02-15_8,0
cat__race_id_2026-02-15_6,0
cat__race_id_2026-02-15_5,0
cat__race_id_2026-02-15_4,0
cat__race_id_2026-02-15_3,0
cat__race_id_2026-02-15_2,0
cat__race_id_2026-02-15_10,0
cat__race_id_2026-02-15_1,0
cat__race_id_2026-02-14_9,0
cat__race_id_2026-02-28_4,0
